,Table S11 GO enrichment of cluster 4,,,,,
GO:0071840,cellular component organization or biogenesis,19,4556,2.24E-10,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0003917,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",1,19,1.33E-11,molecular_function,Catalysis of a DNA topological transformation by transiently cleaving one DNA strand at a time to allow passage of another strand; changes the linking number by +1 per catalytic cycle.
GO:0071103,DNA conformation change,1,70,5.84E-04,biological_process,"A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."
GO:0016043,cellular component organization,14,3840,1.23E-06,biological_process,"A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0043232,intracellular non-membrane-bounded organelle,11,2250,4.45E-08,cellular_component,"Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."
GO:0050896,response to stimulus,42,10461,7.88E-21,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
GO:0009743,response to carbohydrate,1,172,4.14E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."
GO:0140097,"catalytic activity, acting on DNA",3,562,1.64E-03,molecular_function,Catalytic activity that acts to modify DNA.
GO:0010033,response to organic substance,20,4472,5.56E-12,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."
GO:0042221,response to chemical,22,5178,3.80E-12,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."
GO:0005488,binding,56,26763,1.77E-08,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."
GO:0009746,response to hexose,1,68,4.77E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."
GO:0009749,response to glucose,1,64,3.08E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus."
GO:0006950,response to stress,24,6750,4.39E-10,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
GO:0034284,response to monosaccharide,1,72,7.06E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monosaccharide stimulus."
GO:1901700,response to oxygen-containing compound,12,3296,7.11E-06,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."
GO:0005634,nucleus,49,12751,6.93E-23,cellular_component,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
GO:0009605,response to external stimulus,14,3458,1.11E-07,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."
GO:0005783,endoplasmic reticulum,5,1033,2.01E-04,cellular_component,"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
GO:0009628,response to abiotic stimulus,22,5021,1.09E-12,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."
GO:0009991,response to extracellular stimulus,3,424,1.45E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."
GO:0009744,response to sucrose,1,77,1.09E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sucrose stimulus."
GO:0034285,response to disaccharide,1,79,1.28E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disaccharide stimulus."
GO:0031667,response to nutrient levels,3,364,2.88E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."
GO:0005515,protein binding,37,7613,3.55E-24,molecular_function,Binding to a protein.
GO:0051716,cellular response to stimulus,8,2846,3.89E-03,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."
GO:0033554,cellular response to stress,5,1659,1.25E-02,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
GO:0042594,response to starvation,2,274,1.31E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment."
GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,1,4,9.55E-50,cellular_component,"An enzyme complex that catalyzes the transfer of GlcNAc from UDP-GlcNAc to an acceptor phosphatidylinositol, the first step in the production of GPI anchors for cell surface proteins. The complex contains PIG-A, PIG-C, PIG-H, PIG-Q, PIG-P, and DPM2 in human, and Eri1p, Gpi1p, Gpi2p, Gpi15p, Gpi19p, and Spt14p in budding yeast."
GO:0006497,protein lipidation,1,124,1.25E-02,biological_process,The covalent attachment of lipid groups to an amino acid in a protein.
GO:0006629,lipid metabolic process,6,2637,4.77E-02,biological_process,"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
