,Table S10. GO enrichment of cluster 3,,,,,
GO:0044249,cellular biosynthetic process,15,6198,6.57E-04,biological_process,"The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."
GO:0046486,glycerolipid metabolic process,2,442,1.73E-02,biological_process,"The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."
GO:0046474,glycerophospholipid biosynthetic process,2,198,7.10E-05,biological_process,"The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."
GO:0045017,glycerolipid biosynthetic process,2,265,8.40E-04,biological_process,"The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."
GO:0046488,phosphatidylinositol metabolic process,2,246,4.76E-04,biological_process,"The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."
GO:0140534,endoplasmic reticulum protein-containing complex,2,150,3.27E-06,cellular_component,A protein complex that is part of an endoplasmic reticulum.
GO:0090407,organophosphate biosynthetic process,6,784,1.47E-08,biological_process,"The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."
GO:1901135,carbohydrate derivative metabolic process,5,1429,3.30E-03,biological_process,The chemical reactions and pathways involving carbohydrate derivative.
GO:1901576,organic substance biosynthetic process,19,7776,1.05E-04,biological_process,"The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."
GO:1901137,carbohydrate derivative biosynthetic process,5,713,9.42E-07,biological_process,The chemical reactions and pathways resulting in the formation of carbohydrate derivative.
GO:1903509,liposaccharide metabolic process,3,148,1.04E-12,biological_process,The chemical reactions and pathways involving liposaccharide.
GO:0032991,protein-containing complex,12,5496,7.23E-03,cellular_component,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."
GO:1990234,transferase complex,4,979,2.59E-03,cellular_component,"A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."
GO:0009889,regulation of biosynthetic process,13,5220,1.02E-03,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."
GO:1902494,catalytic complex,6,2010,5.69E-03,cellular_component,A protein complex which is capable of catalytic activity.
GO:0016020,membrane,20,7442,9.12E-06,cellular_component,A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.
GO:0004674,protein serine/threonine kinase activity,5,1036,1.50E-04,molecular_function,"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."
GO:0019222,regulation of metabolic process,23,7574,6.21E-08,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
GO:0031323,regulation of cellular metabolic process,19,5978,2.97E-07,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
GO:0043455,regulation of secondary metabolic process,1,104,4.96E-03,biological_process,"Any process that modulates the frequency, rate or extent of secondary metabolism, the chemical reactions and pathways involving compounds that are not necessarily required for growth and maintenance of cells, and are often unique to a taxon."
GO:0050789,regulation of biological process,39,12088,2.28E-14,biological_process,"Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
GO:0065007,biological regulation,40,12711,3.85E-14,biological_process,"Any process that modulates a measurable attribute of any biological process, quality or function."
GO:0031326,regulation of cellular biosynthetic process,13,5037,6.22E-04,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."
GO:0005886,plasma membrane,16,3434,7.94E-11,cellular_component,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.
GO:1901141,regulation of lignin biosynthetic process,1,17,3.77E-13,biological_process,"Any process that modulates the frequency, rate or extent of lignin biosynthetic process."
GO:1900376,regulation of secondary metabolite biosynthetic process,1,36,7.33E-07,biological_process,"Any process that modulates the frequency, rate or extent of secondary metabolite biosynthetic process."
GO:0016758,hexosyltransferase activity,3,946,3.23E-02,molecular_function,Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor).
GO:0050794,regulation of cellular process,30,9588,1.38E-10,biological_process,"Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."
GO:0140096,"catalytic activity, acting on a protein",15,6828,2.56E-03,molecular_function,Catalytic activity that acts to modify a protein.
GO:2000762,regulation of phenylpropanoid metabolic process,1,30,5.35E-08,biological_process,"Any process that modulates the frequency, rate or extent of phenylpropanoid metabolic process."
GO:0051234,establishment of localization,14,5488,4.62E-04,biological_process,"Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."
GO:0005739,mitochondrion,12,4682,1.09E-03,cellular_component,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
GO:0006810,transport,14,5446,4.12E-04,biological_process,"The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."
GO:0051179,localization,14,6033,1.75E-03,biological_process,"Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."
GO:0051641,cellular localization,6,1952,4.46E-03,biological_process,"A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."
GO:0005049,nuclear export signal receptor activity,1,15,1.01E-14,molecular_function,"Combining with a nuclear export signal (NES) on a cargo to be transported, to mediate transport of a the cargo through the nuclear pore, from the nuclear lumen to the cytoplasm. The cargo can be either a RNA or a protein."
GO:0019899,enzyme binding,3,426,1.14E-04,molecular_function,"Binding to an enzyme, a protein with catalytic activity."
GO:0031267,small GTPase binding,1,31,8.87E-08,molecular_function,Binding to a small monomeric GTPase.
GO:0051020,GTPase binding,1,37,1.05E-06,molecular_function,"Binding to a GTPase, any enzyme that catalyzes the hydrolysis of GTP."
GO:0005515,protein binding,39,7613,1.33E-28,molecular_function,Binding to a protein.
GO:0071702,organic substance transport,7,2079,8.97E-04,biological_process,"The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."
GO:0046907,intracellular transport,5,1327,1.76E-03,biological_process,The directed movement of substances within a cell.
GO:0140142,nucleocytoplasmic carrier activity,1,53,5.13E-05,molecular_function,Binding to and carrying a cargo between the nucleus and the cytoplasm by moving along with the cargo. The cargo can be either a RNA or a protein.
GO:0051649,establishment of localization in cell,5,1349,2.03E-03,biological_process,"Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."
