,Table S9 GO enrichment of cluster 2,,,,,
PO:0000037,shoot axis apex,2,14370,8.82E-06,plant_anatomy,A shoot axis (PO:0025029) that is the most distal part of a shoot system (PO:0009006) and has as parts a shoot apical meristem (PO:0020148) and the youngest primordia (PO:0025127).
PO:0009025,vascular leaf,2,19123,7.09E-08,plant_anatomy,A leaf (PO:0025034) in a vascular plant.
PO:0001050,leaf development stage,2,12878,3.61E-05,plant_structure_development_stage,A phyllome development stage (PO:0025579) during which the development of vascular leaves (PO:0009025) and non-vascular leaves (PO:0025075) occurs.
PO:0025001,cardinal organ part,2,15614,2.63E-06,plant_anatomy,A cardinal part of multi-tissue plant structure (PO:0025498) that is a proper part of a plant organ (PO:0009008) and includes portions of plant tissue (PO:0009007) of at least two different types.
PO:0001054,vascular leaf senescent stage,2,12870,3.64E-05,plant_structure_development_stage,A vascular leaf development stage (PO:0025570) that begins with the formation of a abscission zone at the base of a vascular leaf (PO:0009025) and ends with leaf separation and death.
PO:0001081,mature plant embryo stage,2,13314,2.40E-05,plant_structure_development_stage,"A plant embryo development stage (PO:0007631) during the interval between when a plant embryo (PO:0009009) has stopped developmental growth involved in morphogenesis (GO:0060560) and one of the following: the beginning of the seed germination stage (PO:0007057) in seed plants, formation of the first vascular leaf (PO:0009025) in pteridophytes, the beginning of development of a sporangium (PO:0025094) in bryophytes, or the beginning of the formation of a plant organ (PO:0009008) such as a root (PO:0009005), shoot axis (PO:0025029), or vascular leaf (PO:0009025) in a cultured plant embryo (PO:0000010)."
PO:0005005,shoot axis internode,2,14475,7.97E-06,plant_anatomy,A cardinal organ part (PO:0025001) of a shoot axis (PO:0025029) that is between two shoot axis nodes (PO:0005004).
PO:0007064,LP.12 twelve leaves visible stage,2,12134,7.18E-05,plant_structure_development_stage,"The stage at which leaves at twelve nodes, other than the cotyledonary node, are visible above ground."
PO:0007095,LP.08 eight leaves visible stage,2,12155,7.04E-05,plant_structure_development_stage,"The stage at which leaves at eight nodes, other than the cotyledonary node, are visible above ground."
PO:0007098,LP.02 two leaves visible stage,2,12293,6.20E-05,plant_structure_development_stage,"The stage at which leaves at two nodes, other than the cotyledonary node, are visible above ground."
PO:0007103,LP.10 ten leaves visible stage,2,12625,4.57E-05,plant_structure_development_stage,"The stage at which leaves at ten nodes, other than the cotyledonary node, are visible above ground."
PO:0007115,LP.04 four leaves visible stage,2,13665,1.73E-05,plant_structure_development_stage,"The stage at which leaves at four nodes, other than the cotyledonary node, are visible above ground."
PO:0007123,LP.06 six leaves visible stage,2,12534,4.97E-05,plant_structure_development_stage,"The stage at which leaves at six nodes, other than the cotyledonary node, are visible above ground."
PO:0008019,leaf lamina base,2,12609,4.63E-05,plant_anatomy,The region of the leaf lamina proximal to the stem and usually connected to it by means of a petiole.
PO:0009031,sepal,2,15484,2.99E-06,plant_anatomy,"A phyllome (PO:0006001) that is usually green, and is part of the calyx (PO:0009060)."
PO:0009032,petal,2,14717,6.31E-06,plant_anatomy,"A phyllome (PO:0006001) that is part of the corolla (PO:0009059), and is usually colored (not green)."
PO:0020030,cotyledon,2,12983,3.27E-05,plant_anatomy,A vascular leaf (PO:0009025) formed at the first shoot node (PO:0005004) of a plant embryo (PO:0009009) or a seedling (PO:0000003).
PO:0020038,petiole,2,12543,4.93E-05,plant_anatomy,A stalk (PO:0025066) of a vascular leaf (PO:0009025).
PO:0020100,hypocotyl,2,14474,7.98E-06,plant_anatomy,A stem internode (PO:0020142) below the cotyledonary node (PO:0025321) and transitional to a root (PO:0009005) of a plant embryo (PO:0009009) or a seedling (PO:0000003).
PO:0020137,leaf apex,2,12841,3.74E-05,plant_anatomy,A phyllome apex (PO:0025139) that is part of a leaf (PO:0025034).
PO:0025022,collective leaf structure,2,15870,2.04E-06,plant_anatomy,A collective phyllome structure (PO:0025023) composed of two or more leaves (PO:0025034).
PO:0025023,collective phyllome structure,2,15924,1.93E-06,plant_anatomy,A collective plant organ structure (PO:0025007) that consists of two or more phyllomes (PO:0006001) originating from the same node or from one or more adjacent nodes with compressed shoot internodes (PO:0005005).
PO:0025066,stalk,2,12616,4.60E-05,plant_anatomy,A cardinal organ part (PO:0025001) that is elongated and sub-cylindrical to cylindrical and supports another cardinal organ part.
PO:0025139,phyllome apex,2,12841,3.74E-05,plant_anatomy,The apical portion of a phyllome.
PO:0025339,plant organ development stage,2,12892,3.56E-05,plant_structure_development_stage,A multi-tissue plant structure development stage (PO:0025571) that has as primary participant a plant organ (PO:0009008) .
PO:0020142,stem internode,2,14475,7.97E-06,plant_anatomy,A shoot axis internode (PO:0005005) that is part of a stem (PO:0009047).
PO:0025571,multi-tissue plant structure development stage,2,12990,3.25E-05,plant_structure_development_stage,A plant structure development stage (PO:0009012) that has as primary participant a multi-tissue plant structure (PO:0025496).
PO:0025570,vascular leaf development stage,2,12876,3.62E-05,plant_structure_development_stage,A leaf development stage (PO:0001050) that occurs during the interval between the onset of the vascular leaf initiation stage (PO:0001051) and the termination of the vascular leaf senescent stage (PO:0001054).
PO:0025579,phyllome development stage,2,12878,3.61E-05,plant_structure_development_stage,A plant organ development stage (PO:0025339) that has a primary participant a phyllome (PO:0025023).
GO:0004857,enzyme inhibitor activity,2,426,3.60E-02,molecular_function,"Binds to and stops, prevents or reduces the activity of an enzyme."
GO:0030599,pectinesterase activity,2,151,3.61E-05,molecular_function,Catalysis of the reaction: pectin + n H2O = n methanol + pectate.
GO:0046910,pectinesterase inhibitor activity,1,104,1.25E-02,molecular_function,"Binds to and stops, prevents or reduces the activity of pectinesterase."
GO:0098772,molecular function regulator activity,4,1020,1.42E-02,molecular_function,A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition.
GO:0030234,enzyme regulator activity,4,884,5.53E-03,molecular_function,Binds to and modulates the activity of an enzyme.
GO:0140678,molecular function inhibitor activity,2,441,4.14E-02,molecular_function,A molecular function regulator that inhibits or decreases the activity of its target via non-covalent binding that does not result in covalent modification to the target.
GO:0005215,transporter activity,14,3386,3.69E-06,molecular_function,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
GO:0005794,Golgi apparatus,9,1180,1.79E-09,cellular_component,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
GO:0005253,monoatomic anion channel activity,1,45,7.31E-05,molecular_function,Enables the energy-independent passage of a monoatomic anion across a lipid bilayer down a concentration gradient.
GO:0052689,carboxylic ester hydrolase activity,2,404,2.88E-02,molecular_function,Catalysis of the hydrolysis of a carboxylic ester bond.
GO:0005244,voltage-gated monoatomic ion channel activity,1,105,1.30E-02,molecular_function,Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.
GO:0008308,voltage-gated monoatomic anion channel activity,1,42,3.91E-05,molecular_function,Enables the transmembrane transfer of an anion by a voltage-gated channel. An anion is a negatively charged ion. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.
