,Table S8. GO enrichment of cluster 1,,,,,
GO:0009408,response to heat,2,438,4.53E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
GO:0009414,response to water deprivation,4,1277,1.41E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water."
GO:0008233,peptidase activity,4,1437,4.57E-04,molecular_function,Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.
GO:0009415,response to water,4,1402,3.61E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water."
GO:0051234,establishment of localization,7,5488,2.51E-02,biological_process,"Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."
GO:0006970,response to osmotic stress,3,1067,2.01E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell."
GO:0010035,response to inorganic substance,5,2327,1.39E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."
GO:0033993,response to lipid,4,2576,3.11E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."
GO:0009507,chloroplast,12,5122,1.55E-07,cellular_component,"A chlorophyll-containing plastid with thylakoids organized into grana and frets, or stroma thylakoids, and embedded in a stroma."
GO:1902074,response to salt,4,1521,7.69E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."
GO:1901700,response to oxygen-containing compound,6,3296,2.51E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."
GO:0009536,plastid,13,5571,5.12E-08,cellular_component,"Any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA. Plant plastids develop from a common type, the proplastid."
GO:0004045,aminoacyl-tRNA hydrolase activity,1,31,6.32E-13,molecular_function,Catalysis of the reaction: N-substituted aminoacyl-tRNA + H2O = N-substituted amino acid + tRNA.
GO:0006139,nucleobase-containing compound metabolic process,12,6320,1.09E-05,biological_process,"Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
GO:1901576,organic substance biosynthetic process,13,7776,4.69E-05,biological_process,"The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."
GO:0009314,response to radiation,12,2473,3.86E-18,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."
GO:0009058,biosynthetic process,14,8348,2.22E-05,biological_process,The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.
GO:0016020,membrane,9,7442,1.84E-02,cellular_component,A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.
GO:0009416,response to light stimulus,11,2347,4.20E-16,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
GO:0006351,DNA-templated transcription,3,500,5.96E-07,biological_process,The synthesis of an RNA transcript from a DNA template.
GO:0006725,cellular aromatic compound metabolic process,16,7800,4.86E-08,biological_process,"The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."
GO:0009059,macromolecule biosynthetic process,6,3816,8.55E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
GO:0034641,cellular nitrogen compound metabolic process,15,8827,8.49E-06,biological_process,"The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."
GO:0016070,RNA metabolic process,10,4331,2.22E-06,biological_process,"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
GO:0019438,aromatic compound biosynthetic process,6,2336,6.22E-05,biological_process,"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."
GO:0032774,RNA biosynthetic process,3,705,4.91E-05,biological_process,"The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."
GO:0016043,cellular component organization,8,3840,9.70E-05,biological_process,"A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0018130,heterocycle biosynthetic process,7,2041,1.15E-07,biological_process,"The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."
GO:0044271,cellular nitrogen compound biosynthetic process,7,3879,1.26E-03,biological_process,The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds.
GO:0140640,"catalytic activity, acting on a nucleic acid",5,1775,8.58E-05,molecular_function,Catalytic activity that acts to modify a nucleic acid.
GO:0071840,cellular component organization or biogenesis,9,4556,7.94E-05,biological_process,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."
GO:0044249,cellular biosynthetic process,11,6198,7.51E-05,biological_process,"The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."
GO:0034654,nucleobase-containing compound biosynthetic process,4,1278,1.42E-04,biological_process,"The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."
GO:0090304,nucleic acid metabolic process,11,5431,8.42E-06,biological_process,Any cellular metabolic process involving nucleic acids.
GO:1901360,organic cyclic compound metabolic process,16,8064,1.14E-07,biological_process,The chemical reactions and pathways involving organic cyclic compound.
GO:0005829,cytosol,11,2692,9.13E-14,cellular_component,"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
GO:1901566,organonitrogen compound biosynthetic process,5,3511,2.93E-02,biological_process,The chemical reactions and pathways resulting in the formation of organonitrogen compound.
GO:0006996,organelle organization,4,1596,1.17E-03,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."
